,title,author,author code,year,figures,description,genre,magazine
185,Za Zdeňkem Němečkem...,,,1957,"Němeček, Zdeněk",osobnosti,nekrology,Bohemia (Kolín nad Rýnem)
186,Konečně svědomí?,,,1957,"Nezval, Vítězslav",česká literatura;osobnosti,glosy,Bohemia (Kolín nad Rýnem)
187,"Ferdinand Peroutka, jaký vskutku je /",Siriu,,1957,"Peroutka, Ferdinand",osobnosti,medailony,Bohemia (Kolín nad Rýnem)
188,Nové knihy /,Vávra,jx20090506023,1958,"Mokrý, Adolf",literatura,recenze,Bohemia (Kolín nad Rýnem)
189,Vondrák contra Masaryk /,Ludvík,,1958,"Janík-Horák;Masaryk, Tomáš Garrigue",literatura,recenze,Bohemia (Kolín nad Rýnem)
190,Prohlášení Čs. kulturní rady v zahraničí /,"Vlach, Robert",jk01150030,1958,"Vlach, Antonín;Vávra",exilová literatura;exilový tisk;nakladatelské edice,prohlášení,Bohemia (Kolín nad Rýnem)
191,Našim čtenářům /,Pekelský,kpwa5006,1958,,exilový tisk,prohlášení,Bohemia (Kolín nad Rýnem)
192,Budou Rukopisy zkoumány? /,Vávra,jx20090506023,1958,,starší česká literatura,poznámky,Bohemia (Kolín nad Rýnem)
193,Bezruč mrtev.,,,1958,"Bezruč, Petr",osobnosti,nekrology,Bohemia (Kolín nad Rýnem)
194,Komunistické pohádky o Austrálii /,Benedik,,1958,"Bureš, Karel",osobnosti,recenze,Bohemia (Kolín nad Rýnem)
195,Srdečně souhlasím... /,"Baťa, Jan Antonín",jk01011098,1958,"Čapek, Karel;Beneš, Edvard;Brouček",,úvahy,Bohemia (Kolín nad Rýnem)
196,Křičkův domov /,Jindra J,,1958,"Křička, Petr",osobnosti,medailony,Bohemia (Kolín nad Rýnem)
197,Monology :,Fe,,1958,"Kundera, Milan",osobnosti,recenze,Bohemia (Kolín nad Rýnem)
198,Dětství Mrštíků /,Jindra,,1958,"Mrštík, Alois;Mrštík, Vilém",osobnosti,paměti,Bohemia (Kolín nad Rýnem)
199,Vítězslav Nezval /,Vávra,jx20090506023,1958,"Nezval, Vítězslav",osobnosti,nekrology,Bohemia (Kolín nad Rýnem)
200,"Pane Peroutko, odpověz! :",Pekelský,kpwa5006,1958,"Peroutka, Ferdinand;Drda, Jan",osobnosti,výzvy;články;úryvky,Bohemia (Kolín nad Rýnem)
201,Petr Jefimovič Antokolskij /,Siriu,,1958,"Peroutka, Ferdinand",osobnosti,články,Bohemia (Kolín nad Rýnem)
202,Před čtvrtstoletím /,Benedik,,1958,"Kisch, Egon Erwin",maďarská literatura,medailony,Bohemia (Kolín nad Rýnem)
203,"Archiv Bohemia, :",,,1959,,katalogy;exilová literatura;vědecké instituce a organizace,zprávy,Bohemia (Kolín nad Rýnem)
204,Boj o vědeckou pravdu /,"Březina, Josef",jx20060117028,1959,"Matoušek, Ladislav",starší česká literatura,recenze,Bohemia (Kolín nad Rýnem)
205,Obnovuje se boj o Rukopisy /,"Kopecký, Rudolf",jk01061689,1959,,starší česká literatura,články,Bohemia (Kolín nad Rýnem)
206,Jan Karník zemřel /,Jindra,,1959,"Karník, Jan",osobnosti,nekrology,Bohemia (Kolín nad Rýnem)
207,Z románu Karla Ptáčníka.,,,1959,"Ptáčník, Karel",česká próza,poznámky,Bohemia (Kolín nad Rýnem)
208,Za Karlem Loulou /,Fe,,1959,"Loula, Karel",osobnosti,nekrology,Bohemia (Kolín nad Rýnem)
209,Rub a líc /,Straka,,1960,"Radimský, Ladislav",literatura,recenze,Bohemia (Kolín nad Rýnem)
210,Tradice a česká státnost /,Šelda,,1960,"Loula, Karel",literatura,recenze,Bohemia (Kolín nad Rýnem)
211,Archiv Bohemia /,F.C.S,,1960,,exil;literární druhy,zprávy,Bohemia (Kolín nad Rýnem)
212,Koexistencialisté v exilu /,MT,,1960,"Tigrid, Pavel",exilový tisk,kritiky,Bohemia (Kolín nad Rýnem)
213,"Robert Vlach, Princezna /",Klánský,pna2012712844,1960,"Vlach, Robert",česká poezie,recenze,Bohemia (Kolín nad Rýnem)
214,Umučený básník /,Jindra,,1960,"Zahradníček, Jan",osobnosti,paměti,Bohemia (Kolín nad Rýnem)
215,Nad knihou V. L. Borina /,Sigm,,1960,Borin,bulharská literatura,recenze,Bohemia (Kolín nad Rýnem)
216,Básníkův hlas v boji o lidský svět.,,,1955,"Čep, Jan",literatura,úvahy,České slovo (Mnichov)
217,Spisovatel se dívá na komunisty :,,,1955,,literární druhy,referáty,České slovo (Mnichov)
218,O budoucnost překrásné knižní edice.,,,1955,"Javor, Pavel",literatura pro děti,recenze,České slovo (Mnichov)
219,Úvodem :,"Pejskar, Jožka",jn19990209641,1955,"Stránský, Luděk",nakladatelé a vydavatelé;exilový tisk,úvodníky,České slovo (Mnichov)
220,Monografie o malíři Kohoutovi /,"Pejskar, Jožka",jn19990209641,1955,Lecoque-Kohout;Trnka,osobnosti,recenze,České slovo (Mnichov)
221,In memoriam Luďka Stránského /,"Šklíbová, Hana",jk01130302,1955,"Stránský, Luděk",publicisté;exilový tisk;nakladatelé a vydavatelé,medailony,České slovo (Mnichov)
222,Kruh poezie a prózy z kávové země /,"Pejskar, Jožka",jn19990209641,1955,"Štěrba, Francisco Carlos",osobnosti,recenze,České slovo (Mnichov)
223,Čs. pas Thomasu Mannovi /,"Haas, Willy",jk01032889,1955,"Mann, Thomas",maďarská literatura,paměti,České slovo (Mnichov)
224,"Dílo, které je třeba číst, :",jr,,1955,"Tau, Max",maďarská literatura,recenze,České slovo (Mnichov)
225,Sjezd prodejných spisovatelů :,"Netík, Jaromír",jn19990209584,1956,,literární druhy;česká literatura,komentáře,České slovo (Mnichov)
226,Co odhalil sjezd čs.spisovatelů :,"Netík, Jaromír",jn19990209584,1956,"Nezval, Vítězslav;Bezruč, Petr",literární žánry,referáty,České slovo (Mnichov)
227,Radostná zpráva: nové knihy :,"Tumlíř, Jan Vladimír",jk01140402,1956,"Štědrý, Vladimír;Javor, Pavel;Popera, Emanuel Jindřich;Listopad, František;Kolár, Jan M.",česká literatura,recenze,České slovo (Mnichov)
228,Nová knížka :,(R,,1956,,česká literatura,recenze,České slovo (Mnichov)
229,Básnířka ženské duše /,J. K,,1956,"Benešová, Božena",osobnosti,medailony,České slovo (Mnichov)
230,25 let od smrti Viktora Dyka /,J. K,,1956,"Dyk, Viktor",osobnosti,medailony,České slovo (Mnichov)
231,T.G.Masaryk o Havlíčkovi :,"Dresler, Jaroslav",jk01023057,1956,"Havlíček Borovský, Karel",osobnosti,medailony,České slovo (Mnichov)
232,Novinář a čtenář :,"Tomáš, František",ola2003169607,1956,"Peroutka, Vladimír",osobnosti,nekrology,České slovo (Mnichov)
233,(Naši v cizině a spisovatel v exilu.) /,(R,,1956,"Svatoš, Bedřich",osobnosti,recenze,České slovo (Mnichov)
234,Nový svazek povídek Vl.Štědrého /,"Dresler, Jaroslav",jk01023057,1956,"Štědrý, Vladimír",osobnosti,recenze,České slovo (Mnichov)
235,Zastávka u Josefa Kajetána Tyla /,(R.,,1956,"Tyl, Josef Kajetán;Havlíček Borovský, Karel;Šalda",osobnosti,fejetony,České slovo (Mnichov)
236,Touto ukázkou z knihy :,"Dresler, Jaroslav",jk01023057,1956,"Valenta, Edvard",osobnosti,poznámky,České slovo (Mnichov)
237,Zrada v české literatuře :,"Dresler, Jaroslav",jk01023057,1957,"Fučík, Julius;Herben, Ivan;Hostovský, Egon;Sabina, Karel",dějiny české literatury,studie,České slovo (Mnichov)
238,Čs. spisovatelé o Polsku a Maďarsku :,,,1957,"Salisbury;Fikar, Ladislav",literatura pro děti a mládež;česká literatura,recenze,České slovo (Mnichov)
239,Umění a exil :,"Dresler, Jaroslav",jk01023057,1957,"Kolár, Jan M.;Baby, J. K.",česká literatura;exilová literatura;nakladatelské edice;exilový tisk,úvahy,České slovo (Mnichov)
240,Petr Bezruč devadesátiletý,,,1957,"Bezruč, Petr",osobnosti,medailony,České slovo (Mnichov)
241,Sto let Jana Herbena :,"Falta, Josef",jk01030716,1957,"Herben, Jan",osobnosti,studie,České slovo (Mnichov)
242,F.Kupka a Z.Němeček mrtvi :,"Dresler, Jaroslav",jk01023057,1957,"Němeček, Zdeněk",osobnosti,nekrology,České slovo (Mnichov)
243,Z Šaldova zápisníku :,"Dresler, Jaroslav",jk01023057,1957,Šalda,osobnosti,medailony,České slovo (Mnichov)
244,Za bojovníkem o zítřek :,Záruba,,1957,Šalda,osobnosti,studie,České slovo (Mnichov)
245,"Miloš Vaněk, :",,,1957,"Vaněk, Miloš",osobnosti,medailony,České slovo (Mnichov)
246,Zpověď H. Fasta.,,,1957,"Fast, Howard",bulharská literatura,zprávy;články;úryvky,České slovo (Mnichov)
247,Kulturní koexistence v praxi /,"Dresler, Jaroslav",jk01023057,1957,"Blancpain, Marc;Pistorius, Jiří",finská literatura,poznámky,České slovo (Mnichov)
248,Nové knihy /,Podivínský,kpwa5015,1958,"Mokrý, Adolf",literatura,recenze,České slovo (Mnichov)
249,Exulantské epištoly /,"Den, Petr",jk01022204,1958,,literatura,eseje,České slovo (Mnichov)
250,Nový pravopis /,"Pejskar, Jožka",jn19990209641,1958,,literatura,komentáře,České slovo (Mnichov)
251,Čs. exiloví vědci a umělci se sdružují :,"Den, Petr",jk01022204,1958,,literární druhy,rozhovory,České slovo (Mnichov)
252,"""Kulturní agrese"" na západ :","Dresler, Jaroslav",jk01023057,1958,,literatura pro děti,komentáře,České slovo (Mnichov)
253,Nová kulturní revue Archa /,,,1958,,exilový tisk;kulturní periodika;cenzura,poznámky,České slovo (Mnichov)
254,Spisovatelé a 28. říjen 1918 :,"Dresler, Jaroslav",jk01023057,1958,,česká literatura,články,České slovo (Mnichov)
255,Knížka o dirigované literatuře /,"Dresler, Jaroslav",jk01023057,1958,"Bernard, Vilém",česká literatura,recenze,České slovo (Mnichov)
256,Exil a kniha :,"Strnad, Jaroslav",jn99240001138,1958,,literatura pro děti;česká literatura,studie,České slovo (Mnichov)
257,70. výročí narození E. Basse :,,,1958,"Bass, Eduard",osobnosti,medailony,České slovo (Mnichov)
258,Za básníkem Petrem Bezručem :,Ranoš,,1958,"Bezruč, Petr",osobnosti,medailony,České slovo (Mnichov)
259,Douška o Vladimíru Vaškovi /,Ranoš,,1958,"Bezruč, Petr",osobnosti,paměti,České slovo (Mnichov)
260,Vědecký spis a politický pamflet :,"Dresler, Jaroslav",jk01023057,1958,"Fussenegger, Gertrud",,recenze,České slovo (Mnichov)
261,"""Nic jsem nezapomněl."" /","Dresler, Jaroslav",jk01023057,1958,"Haas, Willy",maďarská literatura,recenze,České slovo (Mnichov)
262,Esejista Petr Den /,"Dresler, Jaroslav",jk01023057,1959,"Den, Petr",literatura,recenze,České slovo (Mnichov)
263,Meditace politická :,"Němeček, Zdeněk",jk01083150,1959,,literatura,eseje,České slovo (Mnichov)
264,Sjezd stalinské kultury /,"Dresler, Jaroslav",jk01023057,1959,,literární druhy;literatura,komentáře,České slovo (Mnichov)
265,Meditace nad hrobem Bohuslava Martinů /,"Dresler, Jaroslav",jk01023057,1959,"Martinů, Bohuslav",literatura,nekrology,České slovo (Mnichov)
266,Statečná kniha /,Horský,,1959,"Radimský, Ladislav",literatura,recenze,České slovo (Mnichov)
267,Prospekty a knihy /,"Dresler, Jaroslav",jk01023057,1959,"Škvorecký, Josef",literární druhy,referáty,České slovo (Mnichov)
268,Ošklivý dokument /,"Den, Petr",jk01022204,1959,"Kunc, Jaroslav",česká literatura,recenze,České slovo (Mnichov)
269,E.F. Burian zemřel /,"Dresler, Jaroslav",jk01023057,1959,"Burian, Emil František",osobnosti,poznámky,České slovo (Mnichov)
270,Úspěšný exilový román /,"Dresler, Jaroslav",jk01023057,1959,"Kolár, Jan M.",osobnosti,recenze,České slovo (Mnichov)
271,Dr. O.Machotka šedesátníkem,,,1959,"Machotka, Otakar",osobnosti,medailony,České slovo (Mnichov)
272,Šedesátiny prof. Otakara Odložilíka /,"Kratochvil, Antonín",jk01062954,1959,"Odložilík, Otakar",osobnosti,medailony,České slovo (Mnichov)
273,Jaro Stránský pětasedmdesátníkem :,-t,,1959,"Stránský, Jaroslav",osobnosti,medailony,České slovo (Mnichov)
274,Malá literární komedie /,"Dresler, Jaroslav",jk01023057,1959,"Škvorecký, Josef",osobnosti,komentáře,České slovo (Mnichov)
275,O definici mládí :,"Den, Petr",jk01022204,1959,"Škvorecký, Josef",osobnosti,úvahy,České slovo (Mnichov)
276,Chudá nabídka /,"Dresler, Jaroslav",jk01023057,1959,"Vlach, Robert;Čep, Jan",osobnosti,glosy,České slovo (Mnichov)
277,75 let M. Broda :,"Dresler, Jaroslav",jk01023057,1959,"Brod, Max",maďarská literatura,studie,České slovo (Mnichov)
278,Literární svět /,"Haas, Willy",jk01032889,1959,"Haas, Willy",maďarská literatura,paměti,České slovo (Mnichov)
279,Peroutkův Demokratický manifest /,Horský,,1960,"Peroutka, Ferdinand",literatura,recenze,České slovo (Mnichov)
280,Komunistický pohled na naše dějiny /,"Dresler, Jaroslav",jk01023057,1960,,literatura,recenze,České slovo (Mnichov)
281,Knižní svědectví k 10. výročí popravy dr. Milady Horákové :,-vna,,1960,Feierabendová,literatura,recenze,České slovo (Mnichov)
282,Obrana detektivky :,J. V,,1960,"Šaginjan, Mariètta Sergejevna;Christie, Agatha",bulharská literatura;literární teorie;ruská literatura,komentáře,České slovo (Mnichov)
283,České knihy v Novém Yorku /,"Dresler, Jaroslav",jk01023057,1960,,bible;starší česká literatura,referáty,České slovo (Mnichov)
284,Antonín Bartoš padesátiletý.,,,1960,Bartoš,osobnosti,medailony,České slovo (Mnichov)
285,Belgické Kongo očima českého spisovatele /,"Kratochvil, Antonín",jk01062954,1960,"Brom, Ladislav",osobnosti;cestopisy;překlady do němčiny,recenze,České slovo (Mnichov)
286,Hostovského Půlnoční pacient konečně česky /,"Den, Petr",jk01022204,1960,"Hostovský, Egon",osobnosti,recenze,České slovo (Mnichov)
287,Básnický přelud domova /,"Dresler, Jaroslav",jk01023057,1960,"Javor, Pavel",osobnosti,recenze,České slovo (Mnichov)
288,Dr. Jan Löwenbach oslavil osmdesátiny /,"Drábek, Jaroslav",jk01022933,1960,"Löwenbach, Jan;Budín, J. L.",osobnosti,medailony,České slovo (Mnichov)
289,Životem postrkovaní :,"Dresler, Jaroslav",jk01023057,1960,"Ptáček, Ladislav",osobnosti,recenze,České slovo (Mnichov)
290,Před desíti lety zemřel Luděk Stránský /,"Šklíbová, Hana",jk01130302,1960,"Stránský, Luděk",osobnosti,medailony,České slovo (Mnichov)
291,Bohatýr trampů a študáků umřel /,"Dresler, Jaroslav",jk01023057,1960,"Žák, Jaroslav",osobnosti,nekrology,České slovo (Mnichov)
292,Literát na scestí /,"Netík, Jaromír",jn19990209584,1960,"Ženatý, Berty",publicistika;exilová publicistika,kritiky,České slovo (Mnichov)
293,Setkání s Ántonií /,"Drábek, Jaroslav",jk01022933,1960,"Cather, Willa Sibert;Odložilík, Otakar",bulharská literatura,paměti,České slovo (Mnichov)
294,Když přestaly líbánky /,"Drábek, Jan",jk01022931,1960,Gibbon,bulharská literatura,recenze,České slovo (Mnichov)
295,Básník moře /,Sadílek,,1960,Saint-John Perse,literární druhy;finská literatura,medailony,České slovo (Mnichov)
296,Přátelství s Leošem Janáčkem. - Boj o Její pastorkyňu /,"Brod, Max",jk01013137,1960,"Brod, Max;Janáček, Leoš",německá literatura,paměti,České slovo (Mnichov)
297,Soudruh-spisovatel se zlobí /,(-enk,,1961,Březovský,osobnosti,glosy,České slovo (Mnichov)
298,"Ladislav Feierabend, :","Bušek, Vratislav",jk01020459,1961,"Feierabend, Ladislav Karel",osobnosti,recenze,České slovo (Mnichov)
299,Zemřel spisovatel Jan Vrba.,,,1961,"Vrba, Jan",osobnosti,nekrology,České slovo (Mnichov)
300,První sjezd čs. vědců a kulturních pracovníků v zahraničí /,"Duben, Vojtěch N.",jk01023179,1962,,literární druhy,referáty,České slovo (Mnichov)
301,Zemřela statečná žena /,"Dresler, Jaroslav",jk01023057,1962,"Čapková, Helena",osobnosti,nekrology,České slovo (Mnichov)
302,Papež Jan XXIII. vyznamenal Jana Čepa /,"Heidler, Alexander",jk01040499,1962,"Čep, Jan",osobnosti,rozhovory,České slovo (Mnichov)
303,K šedesátinám Jana Čepa /,Podivínský,kpwa5015,1962,"Čep, Jan",osobnosti,medailony,České slovo (Mnichov)
304,Odchod umlčeného básníka... /,Podivínský,kpwa5015,1962,"Durych, Jaroslav",osobnosti,nekrology,České slovo (Mnichov)
305,"Jeden z posledních ""pátečníků"" /","Dresler, Jaroslav",jk01023057,1962,"Kopta, Josef",osobnosti,nekrology,České slovo (Mnichov)
306,Z pohnuté historie Lašské lidové republiky /,"Duben, V.N.",,1962,"Łysohorsky, Óndra",osobnosti,studie,České slovo (Mnichov)
307,Zemřel básník přírody /,,,1962,"Marcha, Jaroslav",osobnosti,nekrology,České slovo (Mnichov)
308,"Za noci, kdy umíral /","Vaněk, Miloš",jk01141527,1962,"Masaryk, Tomáš Garrigue;Čapek, Karel",osobnosti,paměti,České slovo (Mnichov)
309,Originál dopisu B.Němcové objeven v Americe? /,-vj,,1962,"Lambl, Vilém Dušan;Němcová, Božena",osobnosti,poznámky,České slovo (Mnichov)
310,Božena Němcová by se divila /,"Pejskar, Jožka",jn19990209641,1962,"Němcová, Božena",osobnosti,komentáře,České slovo (Mnichov)
311,Nová Rašínova kniha o Brazílii.,,,1962,"Rašín, Miroslav",osobnosti,recenze,České slovo (Mnichov)
312,Vycházel jen za šera... :,"Brod, Max",jk01013137,1962,"Sabina, Karel",pražská německá literatura;osobnosti,biografie,České slovo (Mnichov)
313,Pětašedesátka Miloše Vaňka.,,,1962,"Vaněk, Miloš",osobnosti,medailony,České slovo (Mnichov)
314,Naši krajané ve Svaté zemi /,Oplt,,1962,,francouzská literatura,reportáže,České slovo (Mnichov)
315,Naše kulturní bilance po patnácti letech /,"Den, Petr",jk01022204,1963,,česká literatura;literatura,eseje,České slovo (Mnichov)
316,"""Kult osobnosti nespadl s nebe..."" :",,,1963,"Hykisch, Anton;Blažek, Vratislav",literární druhy;česká literatura,projevy,České slovo (Mnichov)
317,Bohatý publikační program SVU /,Tisk.služba SV,,1963,"Wellek, René",česká literatura,referáty,České slovo (Mnichov)
318,K publikační činnosti Společnosti pro vědy a umění.,,,1963,,literatura pro děti,články,České slovo (Mnichov)
319,Čerstvý vzduch zavanul na čs. kulturních nivách :,"Duben, Vojtěch N.",jk01023179,1963,"Blažek, Vratislav;Bublík, Ladislav;Šotola, Jiří",exil;česká literatura,studie,České slovo (Mnichov)
320,Nad obzorem není vidět nové slunko komunismu :,"Duben, Vojtěch N.",jk01023179,1963,"Bublík, Ladislav",osobnosti,studie,České slovo (Mnichov)
321,Karel Čapek /,"Čapek, Josef",jk01021020,1963,"Čapek, Karel",osobnosti,nekrology,České slovo (Mnichov)
322,Čtvrtečníci u Karla Čapka /,"Vaněk, Miloš",jk01141527,1963,"Čapek, Karel",osobnosti,paměti,České slovo (Mnichov)
323,Oslavy Čepovy šedesátky.,,,1963,"Čep, Jan;Queffelec, Henri",osobnosti,referáty,České slovo (Mnichov)
324,"Dlouhá, poslední noc svobody :",m (Florida,,1963,"Valency, Maurice;Masaryk, Jan;Lania, Leo",bulharská literatura,referáty,České slovo (Mnichov)
325,Beseda s Johannesem Urzidilem /,"Urzidil, Johannes",jk01140912,1963,"Urzidil, Johannes;Kafka, Franz",maďarská literatura,rozhovory,České slovo (Mnichov)
326,Aparát se zlobí na kulturu /,J,,1964,,kulturní časopisy;kultura a ideologie;literatura,komentáře,České slovo (Mnichov)
327,Co se změnilo? /,"Dresler, Jaroslav",jk01023057,1964,"Selucký, Radoslav;Kosík, Karel",literatura;kulturní časopisy;publicistika,komentáře,České slovo (Mnichov)
328,Ledy se hnuly /,Oswan,,1964,"Duben, Vojtěch N.",literatura,recenze,České slovo (Mnichov)
329,Kongres exilových spisovatelů v Berlíně /,"Kratochvil, Antonín",jk01062954,1964,,exiloví spisovatelé;exilová literatura;kongresy,referáty,České slovo (Mnichov)
330,Den svobodné čs. kultury v USA :,,,1964,,literární druhy,referáty,České slovo (Mnichov)
331,Bohatý program publikační komise SVU /,"Pejskar, Jožka",jn19990209641,1964,,literatura pro děti,zprávy,České slovo (Mnichov)
332,Dvě tradice české literatury /,"Duben, Vojtěch N.",jk01023179,1964,"Wellek, René",dějiny české literatury,recenze,České slovo (Mnichov)
